Kwh,name,datetime,temp,feelslike,dew,humidity,precip,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,icon
0.1704,"Kozani, Greece",2022-01-06 14:00:00,14.0,14.0,-2.0,33.13,0.0,0.0,0.0,17.4,0.0,0.0,1011.0,50.1,10.0,213.0,0.8,2.0,Partially cloudy,partly-cloudy-day
0.1011,"Kozani, Greece",2022-01-06 15:00:00,14.0,14.0,-2.0,33.07,0.0,0.0,0.0,29.2,0.0,0.0,1011.0,50.0,10.0,184.0,0.7,2.0,Partially cloudy,partly-cloudy-day
0.0347,"Kozani, Greece",2022-01-06 16:00:00,13.0,13.0,-1.0,37.98,0.0,0.0,0.0,25.2,3.6,180.7,1011.0,95.4,,93.0,0.3,1.0,Overcast,cloudy
0.0018,"Kozani, Greece",2022-01-06 17:00:00,12.0,12.0,0.0,43.67,0.0,0.0,0.0,20.1,3.6,360.0,1011.0,84.3,,25.0,0.1,0.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2022-01-06 18:00:00,10.0,9.1,2.0,57.53,0.0,0.0,0.0,20.9,7.6,110.0,1012.0,86.1,,5.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2022-01-06 19:00:00,9.0,9.0,2.0,61.53,0.0,0.0,0.0,22.0,1.8,147.5,1012.0,86.1,,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2022-01-06 20:00:00,7.0,7.0,2.0,70.51,0.0,0.0,0.0,22.3,3.7,292.0,1012.0,92.2,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-06 21:00:00,8.0,6.7,2.0,65.84,0.0,0.0,0.0,23.0,7.6,350.0,1013.0,96.8,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-06 22:00:00,6.0,5.0,1.0,70.29,0.0,0.0,0.0,21.6,5.4,173.4,1013.0,95.7,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-06 23:00:00,6.0,6.0,1.0,70.34,0.0,0.0,0.0,14.7,1.8,331.0,1013.0,98.7,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-07 00:00:00,6.0,5.0,1.0,70.29,0.0,0.0,0.0,17.6,5.4,143.0,1014.0,99.3,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-07 01:00:00,6.0,4.4,2.0,75.51,0.0,0.0,0.0,14.8,7.6,360.0,1014.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-07 02:00:00,6.0,4.4,1.0,70.34,0.0,,0.0,12.6,7.5,339.0,1014.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-07 03:00:00,6.0,4.0,1.0,70.29,0.0,,0.0,10.4,9.4,360.0,1014.0,97.4,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-07 04:00:00,6.0,4.0,1.0,70.29,0.0,,0.0,8.6,9.4,360.0,1014.0,94.7,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-07 05:00:00,4.0,4.0,0.0,75.21,0.0,,0.0,11.7,1.8,350.0,1014.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-07 06:00:00,3.0,3.0,1.0,86.7,0.0,,0.0,6.5,0.0,0.0,1014.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-07 07:00:00,4.0,1.2,2.0,86.8,0.0,0.0,0.0,7.2,11.2,330.0,1015.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0361,"Kozani, Greece",2022-01-07 08:00:00,5.0,1.0,2.0,80.97,0.0,0.0,0.0,10.1,20.5,340.0,1015.0,50.0,10.0,9.0,0.0,0.0,Partially cloudy,partly-cloudy-day
0.1569,"Kozani, Greece",2022-01-07 09:00:00,5.0,0.4,2.0,80.94,0.0,0.0,0.0,13.0,25.9,340.0,1016.0,50.0,10.0,56.0,0.2,1.0,Partially cloudy,partly-cloudy-day
0.3164,"Kozani, Greece",2022-01-07 10:00:00,5.0,0.4,1.0,75.34,0.0,0.0,0.0,14.8,25.9,340.0,1016.0,50.0,10.0,102.0,0.4,1.0,Partially cloudy,partly-cloudy-day
0.2096,"Kozani, Greece",2022-01-07 11:00:00,7.0,2.7,1.0,65.65,0.0,0.0,0.0,26.9,29.4,340.0,1017.0,50.1,10.0,203.0,0.7,2.0,Partially cloudy,partly-cloudy-day
0.2866,"Kozani, Greece",2022-01-07 12:00:00,6.0,1.0,0.0,65.39,0.0,0.0,0.0,16.2,33.5,340.0,1016.0,50.0,10.0,299.0,1.1,3.0,Partially cloudy,partly-cloudy-day
0.3238,"Kozani, Greece",2022-01-07 13:00:00,7.0,3.3,0.0,61.04,0.0,0.0,0.0,15.5,22.3,350.0,1016.0,50.0,10.0,225.0,0.8,2.0,Partially cloudy,partly-cloudy-day
0.1681,"Kozani, Greece",2022-01-07 14:00:00,8.0,4.6,0.0,57.04,0.0,0.0,0.0,23.2,22.3,10.0,1015.0,50.1,10.0,184.0,0.7,2.0,Partially cloudy,partly-cloudy-day
0.1162,"Kozani, Greece",2022-01-07 15:00:00,7.0,4.2,0.0,61.04,0.0,0.0,0.0,14.0,14.8,340.0,1015.0,50.0,10.0,135.0,0.5,1.0,Partially cloudy,partly-cloudy-day
0.0299,"Kozani, Greece",2022-01-07 16:00:00,7.0,4.5,0.0,61.04,0.0,0.0,0.0,13.0,13.0,340.0,1015.0,100.0,,93.0,0.3,1.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-07 17:00:00,6.0,3.3,0.0,65.41,0.0,0.0,0.0,18.7,12.9,1.0,1015.0,99.0,,30.0,0.1,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-07 18:00:00,6.0,3.0,0.0,65.39,0.0,0.0,0.0,11.9,14.8,350.0,1015.0,98.4,,2.1,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-07 19:00:00,5.0,1.5,0.0,70.09,0.0,0.0,0.0,13.0,16.6,360.0,1016.0,99.3,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-07 20:00:00,5.0,1.8,0.0,70.13,0.001,0.0,0.0,13.3,14.7,360.0,1016.0,99.6,,0.0,0.0,0.0,"Rain, Overcast",rain
0.0,"Kozani, Greece",2022-01-07 21:00:00,5.0,2.1,0.0,70.09,0.0,0.0,0.0,14.0,13.0,320.0,1016.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-07 22:00:00,5.0,2.1,0.0,70.09,0.0,0.0,0.0,12.6,13.0,340.0,1015.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-07 23:00:00,5.0,2.8,0.0,70.14,0.0,0.0,0.0,7.5,9.3,340.0,1015.0,99.4,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-08 00:00:00,5.0,2.4,0.0,70.09,0.0,0.0,0.0,13.7,11.2,350.0,1015.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-08 01:00:00,4.0,1.6,2.0,86.8,0.0,0.0,0.0,13.7,9.4,330.0,1015.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-08 02:00:00,4.0,1.6,2.0,86.81,0.503,,0.0,4.9,9.3,320.0,1015.0,100.0,,0.0,0.0,0.0,"Rain, Overcast",rain
0.0,"Kozani, Greece",2022-01-08 03:00:00,4.0,1.6,2.0,86.8,0.0,,0.0,14.0,9.4,340.0,1014.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-08 04:00:00,4.0,2.1,2.0,86.8,0.0,,0.0,14.0,7.6,340.0,1014.0,99.7,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-08 05:00:00,4.0,2.1,3.0,93.19,0.0,,0.0,7.0,7.5,300.0,1013.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-08 06:00:00,4.0,2.1,3.0,93.19,0.0,,0.0,14.0,7.6,340.0,1013.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-08 07:00:00,4.0,2.8,3.0,93.19,0.0,0.0,0.0,14.4,5.4,74.0,1013.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-08 08:00:00,4.0,4.0,3.0,93.2,0.042,0.0,0.0,5.6,0.0,360.0,1013.0,100.0,9.0,0.0,0.0,0.0,"Rain, Overcast",rain
0.0109,"Kozani, Greece",2022-01-08 09:00:00,4.0,4.0,3.0,93.19,0.0,0.0,0.0,14.8,0.0,0.0,1013.0,100.0,8.0,17.0,0.1,0.0,Overcast,cloudy
0.0328,"Kozani, Greece",2022-01-08 10:00:00,5.0,5.0,4.0,93.25,0.0,0.0,0.0,16.6,0.0,0.0,1013.0,100.0,6.0,17.0,0.1,0.0,Overcast,cloudy
0.077,"Kozani, Greece",2022-01-08 11:00:00,5.0,5.0,4.0,93.24,0.0,0.0,0.0,6.5,0.0,360.0,1012.0,100.0,5.0,46.0,0.2,0.0,Overcast,cloudy
0.1149,"Kozani, Greece",2022-01-08 12:00:00,6.0,6.0,5.0,93.3,0.0,0.0,0.0,18.0,0.0,0.0,1012.0,100.0,5.0,52.0,0.2,1.0,Overcast,cloudy
0.0876,"Kozani, Greece",2022-01-08 13:00:00,6.0,4.0,5.0,93.3,0.0,0.0,0.0,19.1,9.4,340.0,1011.0,100.0,6.0,60.0,0.2,1.0,Overcast,cloudy
0.0921,"Kozani, Greece",2022-01-08 14:00:00,7.0,5.6,5.0,87.1,0.016,0.0,0.0,7.6,7.4,331.0,1010.0,100.0,6.0,57.0,0.2,1.0,"Rain, Overcast",rain
0.0365,"Kozani, Greece",2022-01-08 15:00:00,7.0,7.0,5.0,87.09,0.0,0.0,0.0,18.7,0.0,0.0,1010.0,100.0,7.0,83.0,0.3,1.0,Overcast,cloudy
0.0038,"Kozani, Greece",2022-01-08 16:00:00,7.0,7.0,5.0,87.09,0.0,0.0,0.0,17.3,1.8,62.2,1010.0,100.0,,28.0,0.1,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-08 17:00:00,6.0,6.0,6.0,99.98,0.0,0.0,0.0,8.5,3.6,360.0,1009.0,100.0,,13.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-08 18:00:00,6.0,4.4,5.0,93.3,0.0,0.0,0.0,14.0,7.6,360.0,1009.0,100.0,,0.9,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-08 19:00:00,6.0,5.0,5.0,93.3,0.0,0.0,0.0,13.3,5.4,69.5,1009.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-08 20:00:00,5.0,5.0,5.0,99.97,0.984,0.0,0.0,4.5,3.6,360.0,1010.0,100.0,,0.0,0.0,0.0,"Rain, Overcast",rain
0.0,"Kozani, Greece",2022-01-08 21:00:00,6.0,5.0,6.0,100.0,0.0,0.0,0.0,11.5,5.4,71.9,1009.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-08 22:00:00,6.0,6.0,6.0,100.0,0.0,0.0,0.0,11.2,3.6,70.1,1009.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-08 23:00:00,6.0,6.0,5.0,93.3,0.0,0.0,0.0,8.2,3.6,360.0,1009.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-09 00:00:00,5.0,5.0,5.0,100.0,0.0,0.0,0.0,9.7,1.8,48.8,1008.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-09 01:00:00,5.0,5.0,5.0,100.0,0.0,0.0,0.0,8.6,3.6,32.0,1008.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-09 02:00:00,5.0,3.3,5.0,99.98,0.997,,0.0,7.9,7.4,330.0,1007.0,99.7,,0.0,0.0,0.0,"Rain, Overcast",rain
0.0,"Kozani, Greece",2022-01-09 03:00:00,5.6,5.6,5.3,99.98,0.0,,0.0,6.8,3.6,35.9,1007.0,99.4,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-09 04:00:00,5.5,5.5,5.2,99.98,0.0,,0.0,6.5,5.4,29.4,1007.0,99.4,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-09 05:00:00,4.7,4.7,3.8,94.24,0.0,,0.0,7.0,1.8,228.0,1006.0,95.5,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-09 06:00:00,5.2,5.2,5.0,94.24,0.0,,0.0,6.8,3.6,26.5,1006.0,93.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-09 07:00:00,4.8,4.8,4.6,94.24,0.0,0.0,0.0,7.2,5.4,0.9,1006.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0089,"Kozani, Greece",2022-01-09 08:00:00,4.0,4.0,4.0,99.98,0.0,0.0,0.0,7.6,0.0,360.0,1005.0,100.0,3.0,5.0,0.0,0.0,Overcast,cloudy
0.0708,"Kozani, Greece",2022-01-09 09:00:00,5.0,5.0,4.0,93.25,0.0,0.0,0.0,8.3,0.0,0.0,1005.0,100.0,3.0,14.0,0.1,0.0,Overcast,cloudy
0.1481,"Kozani, Greece",2022-01-09 10:00:00,5.0,5.0,5.0,100.0,0.0,0.0,0.0,10.4,0.0,0.0,1005.0,100.0,3.0,54.0,0.2,1.0,Overcast,cloudy
0.1451,"Kozani, Greece",2022-01-09 11:00:00,6.0,6.0,6.0,99.99,0.0,0.0,0.0,8.4,0.0,360.0,1005.0,88.3,8.0,56.0,0.2,1.0,Partially cloudy,partly-cloudy-day
0.1002,"Kozani, Greece",2022-01-09 12:00:00,7.0,7.0,5.0,87.09,0.0,0.0,0.0,14.4,0.0,0.0,1004.0,100.0,9.0,167.0,0.6,2.0,Overcast,cloudy
0.0736,"Kozani, Greece",2022-01-09 13:00:00,8.0,8.0,5.0,81.35,0.0,0.0,0.0,16.2,0.0,0.0,1003.0,100.0,10.0,254.0,0.9,3.0,Overcast,cloudy
0.0674,"Kozani, Greece",2022-01-09 14:00:00,8.0,8.0,5.0,81.34,0.0,0.0,0.0,12.0,0.0,360.0,1002.0,100.0,10.0,227.0,0.8,2.0,Overcast,cloudy
0.0236,"Kozani, Greece",2022-01-09 15:00:00,7.0,5.6,6.0,93.35,0.0,0.0,0.0,15.8,7.6,140.0,1002.0,100.0,10.0,140.0,0.5,1.0,Overcast,cloudy
0.0077,"Kozani, Greece",2022-01-09 16:00:00,6.0,5.0,6.0,100.0,0.0,0.0,0.0,14.0,5.4,130.8,1002.0,86.6,,83.0,0.3,1.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2022-01-09 17:00:00,6.0,6.0,6.0,99.95,0.0,0.0,0.0,12.9,0.0,360.0,1001.0,83.5,,12.0,0.0,0.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2022-01-09 18:00:00,6.0,6.0,6.0,100.0,0.0,0.0,0.0,13.0,0.0,0.0,1001.0,87.4,,3.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2022-01-09 19:00:00,6.7,6.7,5.4,100.0,0.0,0.0,0.0,12.6,1.8,124.9,1001.0,93.4,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-09 20:00:00,6.0,6.0,4.9,92.32,1.969,0.0,0.0,14.4,0.0,360.0,1001.0,100.0,7.0,0.0,0.0,0.0,"Rain, Overcast",rain
0.0,"Kozani, Greece",2022-01-09 21:00:00,6.7,6.7,5.7,92.32,0.0,0.0,0.0,13.0,1.8,131.5,1001.0,90.0,,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2022-01-09 22:00:00,6.1,6.1,5.3,92.32,0.0,0.0,0.0,13.0,1.8,147.5,1000.0,91.8,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-09 23:00:00,5.7,5.7,4.6,92.75,0.0,0.0,0.0,9.9,1.8,360.0,1000.0,99.2,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-10 00:00:00,5.8,4.9,5.2,92.75,0.0,0.0,0.0,10.8,3.6,140.5,999.0,98.3,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-10 01:00:00,5.3,5.3,4.9,92.75,0.0,0.0,0.0,9.4,3.6,140.5,999.0,99.2,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-10 02:00:00,5.8,5.8,4.6,92.09,0.018,,0.0,10.7,0.1,127.6,999.0,100.0,,0.0,0.0,0.0,"Rain, Overcast",rain
0.0,"Kozani, Greece",2022-01-10 03:00:00,5.4,5.4,5.1,92.09,0.0,,0.0,9.7,0.0,0.0,998.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-10 04:00:00,4.9,4.9,4.6,92.09,0.0,,0.0,9.4,0.0,0.0,997.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-10 05:00:00,5.7,5.7,4.6,93.17,0.0,,0.0,10.6,0.0,0.0,997.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-10 06:00:00,5.1,5.1,4.8,93.17,0.0,,0.0,10.1,1.8,79.5,997.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-10 07:00:00,4.9,4.9,4.8,93.17,0.0,0.0,0.0,11.2,3.6,79.8,997.0,100.0,,0.0,0.0,0.0,Overcast,cloudy
0.0022,"Kozani, Greece",2022-01-10 08:00:00,5.0,5.0,4.0,93.24,11.526,0.0,0.0,5.4,0.0,360.0,997.0,100.0,5.0,0.0,0.0,0.0,"Rain, Overcast",rain
0.0285,"Kozani, Greece",2022-01-10 09:00:00,5.0,5.0,4.0,93.25,0.0,0.0,0.0,14.8,0.0,0.0,997.0,100.0,7.0,9.0,0.0,0.0,Overcast,cloudy
0.0805,"Kozani, Greece",2022-01-10 10:00:00,5.0,5.0,5.0,100.0,0.0,0.0,0.0,16.6,0.0,0.0,998.0,88.3,8.0,21.0,0.1,0.0,Partially cloudy,partly-cloudy-day
0.1341,"Kozani, Greece",2022-01-10 11:00:00,6.0,6.0,5.0,93.29,0.0,0.0,0.0,17.8,0.0,360.0,998.0,88.3,9.0,47.0,0.2,0.0,Partially cloudy,partly-cloudy-day
0.1786,"Kozani, Greece",2022-01-10 12:00:00,7.0,7.0,7.0,100.0,0.0,0.0,0.0,24.5,0.0,0.0,997.0,88.3,9.0,36.0,0.1,0.0,Partially cloudy,partly-cloudy-day
0.105,"Kozani, Greece",2022-01-10 13:00:00,7.0,7.0,6.0,93.35,0.0,0.0,0.0,24.8,0.0,0.0,997.0,88.3,10.0,46.0,0.2,0.0,Partially cloudy,partly-cloudy-day
0.0419,"Kozani, Greece",2022-01-10 14:00:00,8.0,8.0,5.0,81.35,3.087,0.0,0.0,18.6,0.0,360.0,997.0,88.3,10.0,70.0,0.3,1.0,"Rain, Partially cloudy",rain
0.0166,"Kozani, Greece",2022-01-10 15:00:00,6.0,5.0,5.0,93.3,0.0,0.0,0.0,9.7,5.4,32.8,997.0,100.0,0.4,42.0,0.2,0.0,Overcast,fog
0.0083,"Kozani, Greece",2022-01-10 16:00:00,6.0,4.4,5.0,93.3,0.0,0.0,0.0,10.8,7.6,340.0,998.0,100.0,0.4,31.0,0.1,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-01-10 17:00:00,5.0,2.4,4.0,93.23,0.0,0.0,0.1,28.7,11.2,360.0,998.0,100.0,0.3,14.0,0.1,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-01-10 18:00:00,4.0,0.5,3.0,93.19,0.0,0.0,0.0,13.7,14.8,350.0,999.0,100.0,0.2,11.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-01-10 19:00:00,3.0,-1.0,2.0,93.14,0.0,0.0,0.0,10.8,16.6,330.0,999.0,100.0,0.3,8.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-01-10 20:00:00,3.0,-1.0,2.0,93.12,3.174,0.0,0.8,26.8,16.4,330.0,1000.0,100.0,10.0,0.0,0.0,0.0,"Snow, Overcast",rain
0.0,"Kozani, Greece",2022-01-10 21:00:00,3.0,-1.3,1.0,86.7,0.0,0.0,1.1,9.0,18.4,330.0,1001.0,100.0,0.1,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-01-10 22:00:00,2.0,-2.2,1.0,93.09,0.0,0.5,1.6,9.4,16.6,340.0,1001.0,100.0,0.0,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-10 23:00:00,2.0,-1.9,1.0,93.06,0.0,0.9,2.5,25.2,14.6,340.0,1001.0,100.0,0.0,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-11 00:00:00,2.0,-2.2,1.0,93.09,0.0,1.7,4.2,14.4,16.6,10.0,1001.0,100.0,0.1,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-01-11 01:00:00,2.0,-2.5,1.0,93.09,0.0,0.9,5.1,13.3,18.4,360.0,1001.0,100.0,0.1,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-01-11 02:00:00,2.0,-0.8,1.0,93.06,17.747,0.0,6.1,27.4,9.4,340.0,1002.0,100.0,0.2,0.0,0.0,0.0,"Snow, Overcast",rain
0.0,"Kozani, Greece",2022-01-11 03:00:00,2.0,-1.9,1.0,93.09,0.0,0.0,7.0,11.9,14.8,350.0,1002.0,100.0,0.1,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-01-11 04:00:00,2.0,-2.5,1.0,93.09,0.0,1.3,8.3,19.8,18.4,340.0,1002.0,100.0,0.2,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-01-11 05:00:00,3.0,-1.0,2.0,93.11,0.0,0.0,8.1,30.1,16.5,360.0,1001.0,100.0,0.2,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-01-11 06:00:00,3.0,-1.3,2.0,93.14,0.0,0.0,7.9,38.5,18.4,340.0,1002.0,100.0,0.2,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-01-11 07:00:00,4.0,0.0,2.0,86.8,0.0,0.5,8.4,22.0,18.4,360.0,1002.0,100.0,0.2,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-01-11 08:00:00,4.0,-0.9,2.0,86.79,17.33,1.8,9.0,12.1,25.9,360.0,1003.0,100.0,8.0,5.0,0.0,0.0,"Snow, Overcast",snow
0.0046,"Kozani, Greece",2022-01-11 09:00:00,2.0,-2.8,1.0,93.09,0.0,1.8,9.2,27.7,20.5,330.0,1005.0,100.0,8.0,13.0,0.0,0.0,Overcast,cloudy
0.0152,"Kozani, Greece",2022-01-11 10:00:00,3.0,-0.7,2.0,93.14,0.0,0.2,9.4,23.8,14.8,340.0,1006.0,100.0,8.0,28.0,0.1,0.0,Overcast,cloudy
0.0459,"Kozani, Greece",2022-01-11 11:00:00,3.0,-1.6,1.0,86.68,0.0,0.8,9.4,19.6,20.5,330.0,1006.0,100.0,6.0,65.0,0.2,1.0,Overcast,cloudy
0.0404,"Kozani, Greece",2022-01-11 12:00:00,2.0,-2.8,1.0,93.09,0.0,0.2,9.6,14.0,20.5,340.0,1007.0,100.0,4.0,73.0,0.3,1.0,Overcast,cloudy
0.0722,"Kozani, Greece",2022-01-11 13:00:00,2.0,-3.5,1.0,93.09,0.0,0.8,10.4,19.4,25.9,350.0,1006.0,100.0,5.0,103.0,0.4,1.0,Overcast,cloudy
0.0779,"Kozani, Greece",2022-01-11 14:00:00,2.0,-2.2,1.0,93.03,10.808,0.5,9.9,14.8,16.6,340.0,1007.0,100.0,6.0,90.0,0.3,1.0,"Snow, Overcast",snow
0.0724,"Kozani, Greece",2022-01-11 15:00:00,2.0,-2.8,1.0,93.09,0.0,0.5,9.6,20.5,20.5,340.0,1007.0,100.0,6.0,114.0,0.4,1.0,Overcast,cloudy
0.0325,"Kozani, Greece",2022-01-11 16:00:00,2.0,-2.8,1.0,93.09,0.0,0.6,9.5,18.0,20.5,340.0,1008.0,100.0,0.2,59.0,0.2,1.0,Overcast,fog
0.0005,"Kozani, Greece",2022-01-11 17:00:00,2.0,-2.2,0.0,86.56,0.0,0.1,9.6,25.5,16.6,330.0,1008.0,100.0,0.2,15.0,0.1,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-01-11 18:00:00,1.0,-4.1,0.0,93.03,0.0,0.2,9.8,14.0,20.5,340.0,1009.0,100.0,0.4,48.0,0.2,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-01-11 19:00:00,1.0,-4.8,0.0,93.03,0.0,0.6,9.7,14.8,25.9,350.0,1010.0,96.3,0.5,38.0,0.1,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-01-11 20:00:00,1.0,-4.5,-1.0,86.43,0.0,0.6,9.6,35.4,24.0,10.0,1011.0,60.0,10.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2022-01-11 21:00:00,1.0,-4.1,-1.0,86.49,0.0,0.6,9.7,18.7,20.5,350.0,1011.0,100.0,0.3,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-01-11 22:00:00,0.0,-5.8,-1.0,92.97,0.0,0.1,9.8,22.3,24.1,330.0,1012.0,100.0,0.2,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-01-11 23:00:00,0.0,-5.8,-1.0,92.89,0.0,0.2,10.0,42.5,24.1,20.0,1013.0,100.0,0.2,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-01-12 00:00:00,0.0,-5.3,-2.0,86.39,0.0,0.2,10.2,17.3,20.5,330.0,1013.0,99.6,0.4,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-01-12 01:00:00,0.0,-5.6,-2.0,86.39,0.0,0.2,10.4,14.4,22.3,320.0,1013.0,100.0,0.1,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-01-12 02:00:00,0.0,-5.8,-2.0,86.34,0.516,0.0,1.7,37.8,24.1,350.0,1014.0,100.0,0.2,0.0,0.0,0.0,"Snow, Overcast",snow
0.0,"Kozani, Greece",2022-01-12 03:00:00,0.0,-5.8,-3.0,80.22,0.0,0.0,2.0,16.2,24.1,340.0,1015.0,99.4,0.6,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-01-12 04:00:00,0.0,-5.6,-3.0,80.22,0.0,0.1,2.1,40.7,22.3,340.0,1015.0,92.9,2.7,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-01-12 05:00:00,0.0,-4.7,-3.0,80.2,0.0,0.0,2.1,32.2,16.6,330.0,1016.0,99.8,1.8,0.0,0.0,0.0,Overcast,cloudy
